Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.819,0.0127279265
Recall_1.0,0.21428572,0.30304578
Recall_2.0,0.98974943,0.014496493
Recall_3.0,0.8564994,9.1003475E-4
Recall_4.0,0.21634616,0.30595967
Precision_2.0,0.9094205,0.03227593
Precision_1.0,0.24705882,0.34939393
Precision_4.0,0.22058824,0.31195888
Precision_3.0,0.87304974,0.021583654
F1_1.0,0.22950819,0.3245736
F1_3.0,0.8646349,0.011050819
F1_2.0,0.94783473,0.024181332
F1_4.0,0.2184466,0.30893013
Global_F1,0.5651061,0.167184

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.018966666666666666,0.018783333333333332,
