Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.75,0.75
Recall_1.0,1.0,1.0
Recall_2.0,0.6,0.6
Recall_3.0,1.0,1.0
Recall_4.0,0.4,0.4
Precision_2.0,0.6,0.6
Precision_1.0,0.71428573,0.71428573
Precision_4.0,1.0,1.0
Precision_3.0,0.8333333,0.8333333
F1_1.0,0.8333334,0.8333334
F1_3.0,0.90909094,0.90909094
F1_2.0,0.6,0.6
F1_4.0,0.5714286,0.5714286
Global_F1,0.72846323,0.72846323
