Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.401,0.401
Recall_1.0,0.604,0.0
Recall_2.0,0.0,1.0
Recall_3.0,0.4,0.004
Recall_4.0,0.6,0.6
Precision_2.0,0.0,0.35868007
Precision_1.0,0.3013972,0.0
Precision_4.0,0.5,0.5
Precision_3.0,0.5025126,0.5
F1_1.0,0.4021305,0.0
F1_3.0,0.4454343,0.007936508
F1_2.0,0.0,0.5279831
F1_4.0,0.54545456,0.54545456
Global_F1,0.34825486,0.27034354
