Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.68799996,0.08909544
Recall_1.0,0.0,0.0
Recall_2.0,0.5697094,0.2967028
Recall_3.0,0.8878823,0.15218806
Recall_4.0,0.68873155,0.36443868
Precision_2.0,0.9162879,0.058389865
Precision_1.0,0.0,0.0
Precision_4.0,0.48876303,0.0364868
Precision_3.0,0.67318666,0.14651117
F1_1.0,0.0,0.0
F1_3.0,0.7515569,0.038136575
F1_2.0,0.6738391,0.21306585
F1_4.0,0.55654764,0.15573187
Global_F1,0.4954859,0.10173356

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.006533333333333334,0.0064,
