Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.496,0.0014142165
Recall_1.0,0.0,0.0
Recall_2.0,0.75438595,0.24810767
Recall_3.0,0.26441103,0.24987984
Recall_4.0,0.8605769,0.00679913
Precision_2.0,0.5067862,0.0028628246
Precision_1.0,0.0,0.0
Precision_4.0,0.3899753,0.0018795388
Precision_3.0,0.7645921,0.2936333
F1_1.0,0.0,0.0
F1_3.0,0.3266136,0.23432678
F1_2.0,0.5979694,0.07969316
F1_4.0,0.5367283,0.003102598
Global_F1,0.36532784,0.039434046

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.007583333333333333,0.007633333333333333,
