Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.74950004,0.0700036
Recall_1.0,0.698,0.13859291
Recall_2.0,0.6,0.28284273
Recall_3.0,0.9,0.14142135
Recall_4.0,0.8,0.0
Precision_2.0,0.8984064,0.14367506
Precision_1.0,0.69959843,0.14085338
Precision_4.0,0.8,0.0
Precision_3.0,0.7125,0.1237437
F1_1.0,0.6987976,0.13972089
F1_3.0,0.7846154,0.021757172
F1_2.0,0.6849159,0.16049528
F1_4.0,0.8000001,0.0
Global_F1,0.7420823,0.080493316

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.018083333333333333,0.018516666666666667,
