Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.80799997,0.074953325
Recall_1.0,0.0,0.0
Recall_2.0,0.9945534,0.007702674
Recall_3.0,0.8948903,0.0037614799
Recall_4.0,0.04,0.05656854
Precision_2.0,0.82185537,0.119263865
Precision_1.0,0.0,0.0
Precision_4.0,0.06896552,0.09753197
Precision_3.0,0.84162843,0.093379505
F1_1.0,0.0,0.0
F1_3.0,0.86620617,0.05143412
F1_2.0,0.89738476,0.0685167
F1_4.0,0.05063291,0.07160575
Global_F1,0.45355594,0.047889125

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.0186,0.019016666666666668,
