Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.796,0.732
Recall_1.0,0.0,0.0
Recall_2.0,1.0,0.77342045
Recall_3.0,0.7780269,0.78396434
Recall_4.0,0.0,0.5
Precision_2.0,0.75083613,1.0
Precision_1.0,0.0,0.0
Precision_4.0,0.0,0.1736111
Precision_3.0,0.8631841,0.7096774
F1_1.0,0.0,0.0
F1_3.0,0.8183962,0.74497354
F1_2.0,0.85768867,0.87223583
F1_4.0,0.0,0.25773194
Global_F1,0.41902122,0.46873534
