Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.921,0.83
Recall_1.0,0.3898305,0.0
Recall_2.0,0.9703872,0.9298246
Recall_3.0,0.9977477,0.9298246
Recall_4.0,0.5,0.84615386
Precision_2.0,0.9953271,0.9275
Precision_1.0,0.4509804,0.0
Precision_4.0,0.42028984,0.47311828
Precision_3.0,0.9800885,0.9298246
F1_1.0,0.4181818,0.0
F1_3.0,0.98883927,0.9298246
F1_2.0,0.982699,0.92866087
F1_4.0,0.4566929,0.6068965
Global_F1,0.7116032,0.6163455
