Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.8,0.0707107
Recall_1.0,0.698,0.42143562
Recall_2.0,0.702,0.13859296
Recall_3.0,1.0,0.0
Recall_4.0,0.8,0.0
Precision_2.0,0.8951169,0.13902307
Precision_1.0,0.9177852,0.116269246
Precision_4.0,0.8,0.0
Precision_3.0,0.72994983,0.14620627
F1_1.0,0.7400939,0.23852874
F1_3.0,0.8397535,0.09805797
F1_2.0,0.7748235,0.033346754
F1_4.0,0.8000001,0.0
Global_F1,0.78866774,0.075809956

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.018383333333333335,0.018816666666666666,
