Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.562,0.462
Recall_1.0,0.0,0.0
Recall_2.0,0.7995444,0.47619048
Recall_3.0,0.4054054,0.6115288
Recall_4.0,0.5344828,0.26923078
Precision_2.0,0.6020583,0.5507246
Precision_1.0,0.0,0.0
Precision_4.0,0.3263158,0.33734939
Precision_3.0,0.63380283,0.43806103
F1_1.0,0.0,0.0
F1_3.0,0.49450555,0.5104602
F1_2.0,0.6868884,0.51075274
F1_4.0,0.40522873,0.29946527
Global_F1,0.39665568,0.33016956
