Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.502,0.502
Recall_1.0,0.0,0.0
Recall_2.0,0.2596811,0.11804009
Recall_3.0,0.8716216,0.99775785
Recall_4.0,0.01724138,0.071428575
Precision_2.0,0.5089286,0.50961536
Precision_1.0,0.0,0.0
Precision_4.0,0.5,0.8
Precision_3.0,0.5006468,0.56186867
F1_1.0,0.0,0.0
F1_3.0,0.63599014,0.7189014
F1_2.0,0.34389144,0.19168174
F1_4.0,0.033333335,0.13114755
Global_F1,0.25330374,0.26043266
