Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.477,0.498
Recall_1.0,0.0,0.0
Recall_2.0,0.9298246,0.83442265
Recall_3.0,0.042606518,0.20489977
Recall_4.0,0.8557692,0.46
Precision_2.0,0.4926959,0.51409394
Precision_1.0,0.0,0.0
Precision_4.0,0.3869565,0.27710843
Precision_3.0,1.0,0.53488374
F1_1.0,0.0,0.0
F1_3.0,0.081730776,0.2962963
F1_2.0,0.6440972,0.6362126
F1_4.0,0.5329341,0.34586465
Global_F1,0.31469053,0.31959337
