Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.587,0.599
Recall_1.0,0.0,0.0
Recall_2.0,0.77904326,0.34075725
Recall_3.0,0.5,1.0
Recall_4.0,0.39655173,0.0
Precision_2.0,0.5968586,0.74271846
Precision_1.0,0.0,0.0
Precision_4.0,0.31506848,0.0
Precision_3.0,0.6416185,0.5624212
F1_1.0,0.0,0.0
F1_3.0,0.5620253,0.7199354
F1_2.0,0.6758893,0.46717557
F1_4.0,0.35114503,0.0
Global_F1,0.3972649,0.29677776
