Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.892,0.849
Recall_1.0,0.0,0.3809524
Recall_2.0,1.0,0.9411765
Recall_3.0,0.95843524,0.82405347
Recall_4.0,1.0,0.62
Precision_2.0,0.93166286,0.92903227
Precision_1.0,0.0,0.4
Precision_4.0,0.53846157,0.248
Precision_3.0,1.0,1.0
F1_1.0,0.0,0.39024392
F1_3.0,0.9787765,0.9035409
F1_2.0,0.9646227,0.935065
F1_4.0,0.70000005,0.35428572
Global_F1,0.6608498,0.6457839
