Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.46899998,0.03818376
Recall_1.0,0.0,0.0
Recall_2.0,0.8707802,0.083501294
Recall_3.0,0.082979456,0.0067031505
Recall_4.0,0.86126375,0.0058278134
Precision_2.0,0.5050446,3.997207E-4
Precision_1.0,0.0,0.0
Precision_4.0,0.32145864,0.098776765
Precision_3.0,0.9848485,0.021427458
F1_1.0,0.0,0.0
F1_3.0,0.15304336,0.01166296
F1_2.0,0.6386051,0.022225592
F1_4.0,0.4639748,0.10599161
Global_F1,0.31390584,0.034970064

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.007466666666666667,0.007166666666666667,
