Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.91,0.903
Recall_1.0,0.5714286,0.84745765
Recall_2.0,1.0,0.8952164
Recall_3.0,0.9388753,0.9977477
Recall_4.0,0.71428573,0.29310346
Precision_2.0,0.9402299,0.9974619
Precision_1.0,0.6666667,0.45454547
Precision_4.0,0.63106793,0.38636363
Precision_3.0,1.0,0.9800885
F1_1.0,0.61538464,0.591716
F1_3.0,0.96847415,0.98883927
F1_2.0,0.9691943,0.94357747
F1_4.0,0.6701031,0.3333333
Global_F1,0.80578905,0.7143665
