Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.8495,7.0713984E-4
Recall_1.0,0.798,0.002828433
Recall_2.0,0.8,0.0
Recall_3.0,1.0,0.0
Recall_4.0,0.8,0.0
Precision_2.0,0.79840636,0.0022537184
Precision_1.0,1.0,0.0
Precision_4.0,0.8,0.0
Precision_3.0,0.8333333,0.0
F1_1.0,0.88765156,0.001749895
F1_3.0,0.90909094,0.0
F1_2.0,0.7992016,0.0011291562
F1_4.0,0.8000001,0.0
Global_F1,0.8489861,7.197839E-4

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.01835,0.018333333333333333,
