Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.84,0.828
Recall_1.0,0.5254237,0.42857143
Recall_2.0,0.97722095,1.0
Recall_3.0,0.8558559,0.85714287
Recall_4.0,0.0,0.43269232
Precision_2.0,0.9618834,0.932243
Precision_1.0,0.30392158,0.49411765
Precision_4.0,0.0,0.44117647
Precision_3.0,0.9200969,0.8883117
F1_1.0,0.38509318,0.45901638
F1_3.0,0.8868145,0.872449
F1_2.0,0.96949154,0.9649335
F1_4.0,0.0,0.4368932
Global_F1,0.5603498,0.683323
