Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.755,0.865
Recall_1.0,0.0,0.30952382
Recall_2.0,1.0,0.9869281
Recall_3.0,0.8922306,0.8886414
Recall_4.0,0.0,0.0
Precision_2.0,0.7375231,0.93209875
Precision_1.0,0.0,0.23636363
Precision_4.0,0.0,0.0
Precision_3.0,0.7755991,0.91935486
F1_1.0,0.0,0.26804125
F1_3.0,0.8298368,0.90373725
F1_2.0,0.84893614,0.9587301
F1_4.0,0.0,0.0
Global_F1,0.41969323,0.53262717
