Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.9985,7.070977E-4
Recall_1.0,1.0,0.0
Recall_2.0,0.99399996,0.002828433
Recall_3.0,1.0,0.0
Recall_4.0,1.0,0.0
Precision_2.0,1.0,0.0
Precision_1.0,1.0,0.0
Precision_4.0,0.99601597,0.0
Precision_3.0,0.998008,0.0028171374
F1_1.0,1.0,0.0
F1_3.0,0.999002,0.0014114137
F1_2.0,0.99698997,0.0014227511
F1_4.0,0.99800396,0.0
Global_F1,0.9984989,7.0853066E-4

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.22835,0.23223333333333335,
