Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.999,1.0
Recall_2.0,1.0,1.0
Recall_3.0,0.99603176,1.0
Recall_4.0,1.0,1.0
Recall_5.0,1.0,1.0
Precision_2.0,1.0,1.0
Precision_4.0,0.99603176,1.0
Precision_3.0,1.0,1.0
Precision_5.0,1.0,1.0
F1_3.0,0.99801195,1.0
F1_2.0,1.0,1.0
F1_5.0,1.0,1.0
F1_4.0,0.99801195,1.0
Global_F1,0.999006,1.0
