Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.909,0.92
Recall_1.0,0.5714286,0.84745765
Recall_2.0,1.0,0.9362187
Recall_3.0,0.9388753,0.9977477
Recall_4.0,0.7032967,0.27586207
Precision_2.0,0.9380734,0.99757284
Precision_1.0,0.6666667,0.53763443
Precision_4.0,0.627451,0.37209302
Precision_3.0,1.0,0.9800885
F1_1.0,0.61538464,0.6578948
F1_3.0,0.96847415,0.98883927
F1_2.0,0.9680473,0.9659224
F1_4.0,0.6632125,0.3168317
Global_F1,0.80377966,0.73237205
