Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.998,0.0014142375
Recall_1.0,1.0,0.0
Recall_2.0,0.996,0.0
Recall_3.0,1.0,0.0
Recall_4.0,0.996,0.005656866
Precision_2.0,0.998,0.002828433
Precision_1.0,1.0,0.0
Precision_4.0,0.99599993,2.2632858E-5
Precision_3.0,0.998008,0.0028171374
F1_1.0,1.0,0.0
F1_3.0,0.999002,0.0014114137
F1_2.0,0.99699795,0.0014113715
F1_4.0,0.995996,0.0028397283
Global_F1,0.99799895,0.0014155862

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.22726666666666667,0.2323,
