Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.5,0.552
Recall_1.0,0.0,0.0
Recall_2.0,0.5427873,0.8908686
Recall_3.0,0.6797066,0.21973094
Recall_4.0,0.0,0.96428573
Precision_2.0,0.5,0.5018821
Precision_1.0,0.0,0.0
Precision_4.0,0.0,0.5192308
Precision_3.0,0.5,0.989899
F1_1.0,0.0,0.0
F1_3.0,0.5761658,0.35963303
F1_2.0,0.52051586,0.64205456
F1_4.0,0.0,0.675
Global_F1,0.2741704,0.41917187
