Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.593,0.008485257
Recall_1.0,0.0,0.0
Recall_2.0,0.5599003,0.309915
Recall_3.0,0.75,0.35355338
Recall_4.0,0.19827586,0.28040442
Precision_2.0,0.66978854,0.10313848
Precision_1.0,0.0,0.0
Precision_4.0,0.15753424,0.22278707
Precision_3.0,0.60201985,0.05600094
F1_1.0,0.0,0.0
F1_3.0,0.64098036,0.11165931
F1_2.0,0.5715324,0.1475829
F1_4.0,0.17557251,0.24829704
Global_F1,0.34702134,0.07105514

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.22523333333333334,0.23373333333333332,
