Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.575,0.789
Recall_1.0,0.14285715,0.0
Recall_2.0,0.84352076,1.0
Recall_3.0,0.46454766,0.76233184
Recall_4.0,0.2967033,0.0
Precision_2.0,0.6400742,0.68133533
Precision_1.0,1.0,0.0
Precision_4.0,0.22689076,0.0
Precision_3.0,0.5775076,0.99706745
F1_1.0,0.25,0.0
F1_3.0,0.51490515,0.8640407
F1_2.0,0.7278481,0.81046927
F1_4.0,0.25714284,0.0
Global_F1,0.437474,0.4186275
