Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.477,0.476
Recall_1.0,0.0,0.0
Recall_2.0,0.9298246,0.751634
Recall_3.0,0.042606518,0.19153675
Recall_4.0,0.8557692,0.9
Precision_2.0,0.4926959,0.5156951
Precision_1.0,0.0,0.0
Precision_4.0,0.3869565,0.2631579
Precision_3.0,1.0,0.5375
F1_1.0,0.0,0.0
F1_3.0,0.081730776,0.28243023
F1_2.0,0.6440972,0.6117022
F1_4.0,0.5329341,0.40723982
Global_F1,0.31469053,0.32534307
