Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.51199996,0.07071065
Recall_1.0,0.0,0.0
Recall_2.0,0.63786745,0.22864574
Recall_3.0,0.5084671,0.14575127
Recall_4.0,0.40185678,0.18756148
Precision_2.0,0.57639146,0.036298383
Precision_1.0,0.0,0.0
Precision_4.0,0.3318326,0.0078019295
Precision_3.0,0.53593194,0.13841036
F1_1.0,0.0,0.0
F1_3.0,0.5024829,0.011281637
F1_2.0,0.59882057,0.12454672
F1_4.0,0.35234702,0.07478607
Global_F1,0.36341262,0.047012787

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.22598333333333334,0.23245,
