Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.601,0.35
Recall_1.0,0.604,0.0
Recall_2.0,0.4,0.4
Recall_3.0,0.4,0.004
Recall_4.0,1.0,0.996
Precision_2.0,1.0,0.22321428
Precision_1.0,0.6015936,0.0
Precision_4.0,0.5555556,0.45355192
Precision_3.0,0.5025126,0.5
F1_1.0,0.6027944,0.0
F1_3.0,0.4454343,0.007936508
F1_2.0,0.5714286,0.28653294
F1_4.0,0.71428573,0.6232791
Global_F1,0.5834857,0.22943714
