Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.857,0.909
Recall_1.0,0.0,0.3809524
Recall_2.0,1.0,0.96732026
Recall_3.0,0.88721806,0.922049
Recall_4.0,1.0,0.7
Precision_2.0,0.87117904,0.9977528
Precision_1.0,0.0,0.44444445
Precision_4.0,0.5531915,0.33333334
Precision_3.0,1.0,1.0
F1_1.0,0.0,0.41025642
F1_3.0,0.9402391,0.95944375
F1_2.0,0.93115515,0.9823008
F1_4.0,0.7123288,0.45161292
Global_F1,0.64593077,0.7009035
