Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.656,0.656
Recall_1.0,0.2857143,0.2857143
Recall_2.0,0.8410758,0.8596491
Recall_3.0,0.6625917,0.60902256
Recall_4.0,0.16483517,0.40384614
Precision_2.0,0.70927835,0.66088635
Precision_1.0,0.41269842,0.33333334
Precision_4.0,0.22727273,0.4329897
Precision_3.0,0.70207256,0.81
F1_1.0,0.33766237,0.30769232
F1_3.0,0.681761,0.695279
F1_2.0,0.76957494,0.7472767
F1_4.0,0.1910828,0.41791046
Global_F1,0.4950203,0.54203963
