Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.923,0.847
Recall_1.0,0.5714286,0.2857143
Recall_2.0,1.0,0.9649123
Recall_3.0,1.0,0.8596491
Recall_4.0,0.5824176,0.875
Precision_2.0,1.0,0.90375584
Precision_1.0,0.5777778,0.68292683
Precision_4.0,0.57608694,0.47894737
Precision_3.0,1.0,1.0
F1_1.0,0.5745857,0.4028777
F1_3.0,1.0,0.9245283
F1_2.0,1.0,0.93333334
F1_4.0,0.579235,0.6190476
Global_F1,0.7884552,0.71994674
