Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.25,0.201
Recall_1.0,1.0,0.196
Recall_2.0,0.0,0.608
Recall_3.0,0.0,0.0
Recall_4.0,0.0,0.0
Precision_2.0,0.0,0.17819461
Precision_1.0,0.25,0.33333334
Precision_4.0,0.0,0.0
Precision_3.0,0.0,0.0
F1_1.0,0.4,0.24685138
F1_3.0,0.0,0.0
F1_2.0,0.0,0.27561197
F1_4.0,0.0,0.0
Global_F1,0.1,0.13061583
