Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.7,0.599
Recall_1.0,1.0,0.996
Recall_2.0,0.4,0.4
Recall_3.0,0.4,0.004
Recall_4.0,1.0,0.996
Precision_2.0,1.0,0.5025126
Precision_1.0,0.71428573,0.7114286
Precision_4.0,0.5555556,0.5545657
Precision_3.0,1.0,0.5
F1_1.0,0.8333334,0.83000004
F1_3.0,0.5714286,0.007936508
F1_2.0,0.5714286,0.4454343
F1_4.0,0.71428573,0.7124464
Global_F1,0.6726191,0.4989543
