Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.551,0.751
Recall_1.0,0.0,0.604
Recall_2.0,0.4,0.4
Recall_3.0,0.804,1.0
Recall_4.0,1.0,1.0
Precision_2.0,0.3984064,1.0
Precision_1.0,0.0,0.6015936
Precision_4.0,0.55679286,0.8333333
Precision_3.0,0.67,0.7163324
F1_1.0,0.0,0.6027944
F1_3.0,0.7309091,0.8347245
F1_2.0,0.3992016,0.5714286
F1_4.0,0.7153076,0.90909094
Global_F1,0.46135458,0.7295096
