Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.75,0.851
Recall_1.0,0.596,1.0
Recall_2.0,0.604,0.604
Recall_3.0,1.0,1.0
Recall_4.0,0.8,0.8
Precision_2.0,0.9869281,1.0
Precision_1.0,0.75252527,0.8361204
Precision_4.0,0.8,0.8
Precision_3.0,0.6265664,0.8333333
F1_1.0,0.6651786,0.9107469
F1_3.0,0.770416,0.90909094
F1_2.0,0.74937963,0.7531172
F1_4.0,0.8000001,0.8000001
Global_F1,0.7462436,0.84323883
