Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.816,0.926
Recall_1.0,0.42857143,0.85714287
Recall_2.0,0.997555,1.0
Recall_3.0,0.80929095,0.924812
Recall_4.0,0.41758242,0.71153843
Precision_2.0,0.8869565,0.9975
Precision_1.0,0.5,0.85714287
Precision_4.0,0.4935065,0.83146065
Precision_3.0,0.85974026,0.8934625
F1_1.0,0.46153846,0.85714287
F1_3.0,0.83375317,0.908867
F1_2.0,0.9390104,0.9987485
F1_4.0,0.45238093,0.7668394
Global_F1,0.67167073,0.8828994
