Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.819,0.85
Recall_1.0,0.14285715,0.97959185
Recall_2.0,0.84596574,1.0
Recall_3.0,0.997555,0.7780269
Recall_4.0,0.5714286,0.10714286
Precision_2.0,0.9971182,0.81785065
Precision_1.0,1.0,0.49484536
Precision_4.0,0.5048544,0.85714287
Precision_3.0,0.75977653,1.0
F1_1.0,0.25,0.65753424
F1_3.0,0.8625792,0.87515765
F1_2.0,0.91534394,0.89979964
F1_4.0,0.5360825,0.1904762
Global_F1,0.6410014,0.65574193
