Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.621,0.688
Recall_1.0,0.0,0.14285715
Recall_2.0,0.6355353,0.67320263
Recall_3.0,0.7545045,0.8218263
Recall_4.0,0.12068965,0.08
Precision_2.0,0.744,0.76865673
Precision_1.0,0.0,0.5
Precision_4.0,0.11290322,0.060606062
Precision_3.0,0.5950267,0.7096154
F1_1.0,0.0,0.22222224
F1_3.0,0.6653426,0.7616099
F1_2.0,0.6855037,0.71777004
F1_4.0,0.11666667,0.06896552
Global_F1,0.36687824,0.44264194
