Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.8505,7.070977E-4
Recall_1.0,0.998,0.002828433
Recall_2.0,0.604,0.0
Recall_3.0,1.0,0.0
Recall_4.0,0.8,0.0
Precision_2.0,0.99671054,0.0046520005
Precision_1.0,0.8358455,3.8888896E-4
Precision_4.0,0.8,0.0
Precision_3.0,0.8333333,0.0
F1_1.0,0.909753,0.0014055131
F1_3.0,0.90909094,0.0
F1_2.0,0.75218046,0.0013247175
F1_4.0,0.8000001,0.0
Global_F1,0.84275615,6.826104E-4

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.019983333333333332,0.019033333333333333,
