Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.502,0.0
Recall_1.0,0.0,0.0
Recall_2.0,0.1888606,0.100155324
Recall_3.0,0.93468976,0.089191794
Recall_4.0,0.044334978,0.038316134
Precision_2.0,0.509272,4.8561598E-4
Precision_1.0,0.0,0.0
Precision_4.0,0.65,0.21213204
Precision_3.0,0.53125775,0.043290377
F1_1.0,0.0,0.0
F1_3.0,0.67744577,0.05862711
F1_2.0,0.2677866,0.10762851
F1_4.0,0.08224044,0.069165096
Global_F1,0.25686818,0.0050409106

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.006583333333333333,0.007183333333333333,
