Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.625,0.751
Recall_1.0,0.0,0.0
Recall_2.0,0.35990888,0.77951
Recall_3.0,0.9954955,0.7802691
Recall_4.0,0.43103448,0.9464286
Precision_2.0,0.95757574,0.875
Precision_1.0,0.0,0.0
Precision_4.0,0.46296296,0.5145631
Precision_3.0,0.56958765,0.77678573
F1_1.0,0.0,0.0
F1_3.0,0.72459024,0.7785235
F1_2.0,0.5231788,0.8244994
F1_4.0,0.44642857,0.6666667
Global_F1,0.4235494,0.5674224
