Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.4875,0.014849241
Recall_1.0,0.0,0.0
Recall_2.0,0.8821236,0.06745936
Recall_3.0,0.123753145,0.11475866
Recall_4.0,0.6578846,0.27985108
Precision_2.0,0.5033949,0.015130698
Precision_1.0,0.0,0.0
Precision_4.0,0.33203247,0.07767432
Precision_3.0,0.76744187,0.32888687
F1_1.0,0.0,0.0
F1_3.0,0.18901354,0.15172073
F1_2.0,0.6401549,0.0055752695
F1_4.0,0.4393994,0.1322781
Global_F1,0.31714195,0.0034668313

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.008366666666666666,0.0077666666666666665,
