Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.7245,0.082731485
Recall_1.0,0.2857143,0.0
Recall_2.0,0.9657702,0.04840827
Recall_3.0,0.674596,0.15182838
Recall_4.0,0.3598901,0.08935964
Precision_2.0,0.65222764,0.04053098
Precision_1.0,0.8248639,0.19891386
Precision_4.0,0.62931037,0.18287243
Precision_3.0,0.8676366,0.12231791
F1_1.0,0.42202285,0.026759792
F1_3.0,0.75836396,0.14303385
F1_2.0,0.7786056,0.044613786
F1_4.0,0.45781183,0.1207711
Global_F1,0.6042011,0.08379464

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.23953333333333332,0.2452,
