Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.764,0.04525484
Recall_1.0,0.0,0.0
Recall_2.0,0.8867102,0.16021593
Recall_3.0,0.7809956,0.004198416
Recall_4.0,0.25,0.35355338
Precision_2.0,0.87541807,0.17618546
Precision_1.0,0.0,0.0
Precision_4.0,0.08680555,0.12276159
Precision_3.0,0.7864307,0.10854562
F1_1.0,0.0,0.0
F1_3.0,0.7816849,0.05191767
F1_2.0,0.8649622,0.010286402
F1_4.0,0.12886597,0.182244
Global_F1,0.4438783,0.03515319

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.018716666666666666,0.01845,
