Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.59099996,0.024041615
Recall_1.0,0.15476191,0.2188664
Recall_2.0,0.8626304,0.1446484
Recall_3.0,0.43017343,0.09087543
Recall_4.0,0.44673076,0.04704979
Precision_2.0,0.62426186,0.086827524
Precision_1.0,0.11016949,0.15580319
Precision_4.0,0.2811746,0.14051117
Precision_3.0,0.7296059,0.014699472
F1_1.0,0.12871286,0.18202747
F1_3.0,0.5389201,0.07618407
F1_2.0,0.7160312,0.0071320897
F1_4.0,0.33002484,0.09374616
Global_F1,0.42842224,0.04289938

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.23011666666666666,0.23551666666666668,
