Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.551,0.65
Recall_1.0,0.604,1.0
Recall_2.0,0.6,0.6
Recall_3.0,0.4,0.4
Recall_4.0,0.6,0.6
Precision_2.0,0.60240966,0.6
Precision_1.0,0.5992063,0.71428573
Precision_4.0,0.5,0.5
Precision_3.0,0.5025126,1.0
F1_1.0,0.60159355,0.8333334
F1_3.0,0.4454343,0.5714286
F1_2.0,0.6012024,0.6
F1_4.0,0.54545456,0.54545456
Global_F1,0.5484212,0.6375541
