Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.928,0.9
Recall_1.0,0.85714287,0.85714287
Recall_2.0,0.9649123,0.9298246
Recall_3.0,0.9273183,0.8922306
Recall_4.0,0.8557692,0.8557692
Precision_2.0,0.992268,0.8939759
Precision_1.0,0.85714287,0.85714287
Precision_4.0,0.872549,0.8640777
Precision_3.0,0.89805824,0.9270833
F1_1.0,0.85714287,0.85714287
F1_3.0,0.9124537,0.90932316
F1_2.0,0.97839904,0.9115479
F1_4.0,0.8640777,0.8599034
Global_F1,0.90301836,0.88447934
