Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.617,0.57
Recall_1.0,0.14285715,0.21428572
Recall_2.0,0.9649123,0.6862745
Recall_3.0,0.50626564,0.5389755
Recall_4.0,0.15384616,0.08
Precision_2.0,0.62703586,0.6659619
Precision_1.0,1.0,0.140625
Precision_4.0,0.22222222,0.048780486
Precision_3.0,0.67333335,0.6351706
F1_1.0,0.25,0.16981131
F1_3.0,0.5779685,0.5831325
F1_2.0,0.7601185,0.67596567
F1_4.0,0.18181819,0.06060606
Global_F1,0.44247627,0.3723789
