Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.8995,0.13788582
Recall_1.0,0.898,0.13293605
Recall_2.0,0.898,0.13859291
Recall_3.0,0.9,0.14142135
Recall_4.0,0.902,0.13859291
Precision_2.0,0.998,0.002828433
Precision_1.0,0.83500004,0.23334523
Precision_4.0,0.99553275,6.8341114E-4
Precision_3.0,0.83357847,0.22972131
F1_1.0,0.8634465,0.18743618
F1_3.0,0.8639655,0.189559
F1_2.0,0.94244444,0.075738944
F1_4.0,0.9436922,0.07680838
Global_F1,0.9033872,0.13238561

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.24993333333333334,0.25811666666666666,
