Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.91,0.927
Recall_1.0,0.5714286,0.7966102
Recall_2.0,1.0,0.9703872
Recall_3.0,0.9388753,0.981982
Recall_4.0,0.71428573,0.31034482
Precision_2.0,0.9402299,0.97931033
Precision_1.0,0.6666667,0.54651165
Precision_4.0,0.63106793,0.5294118
Precision_3.0,1.0,0.9797753
F1_1.0,0.61538464,0.6482759
F1_3.0,0.96847415,0.9808774
F1_2.0,0.9691943,0.97482836
F1_4.0,0.6701031,0.39130434
Global_F1,0.80578905,0.7488215
