Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.62950003,0.1067731
Recall_1.0,0.21065375,0.10615163
Recall_2.0,0.73589677,0.18665466
Recall_3.0,0.60900295,0.021030687
Recall_4.0,0.5449981,0.18019298
Precision_2.0,0.6639522,0.095224395
Precision_1.0,0.26923078,0.09065472
Precision_4.0,0.35097957,0.066439174
Precision_3.0,0.72220314,0.12408083
F1_1.0,0.23547882,0.10212531
F1_3.0,0.6592355,0.06448687
F1_2.0,0.69699645,0.13683003
F1_4.0,0.4259259,0.104756564
Global_F1,0.5044092,0.050987065

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.24533333333333332,0.25261666666666666,
