Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.521,0.08202438
Recall_1.0,0.14769976,0.0068484833
Recall_2.0,0.601067,0.32901108
Recall_3.0,0.5428097,0.20705971
Recall_4.0,0.371187,0.15778609
Precision_2.0,0.6356274,0.0049540247
Precision_1.0,0.34183675,0.22367664
Precision_4.0,0.2930214,0.020747798
Precision_3.0,0.52634555,0.14140578
F1_1.0,0.19444445,0.03928373
F1_3.0,0.50616854,0.029205386
F1_2.0,0.5932328,0.1779423
F1_4.0,0.32224783,0.075789265
Global_F1,0.4040234,0.04631062

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.22618333333333332,0.23366666666666666,
