Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.914,0.858
Recall_1.0,0.3898305,0.0
Recall_2.0,0.9703872,1.0
Recall_3.0,0.981982,0.9298246
Recall_4.0,0.5,0.84615386
Precision_2.0,0.97931033,0.932243
Precision_1.0,0.4509804,0.0
Precision_4.0,0.42028984,0.47311828
Precision_3.0,0.9797753,1.0
F1_1.0,0.4181818,0.0
F1_3.0,0.9808774,0.9636364
F1_2.0,0.97482836,0.9649335
F1_4.0,0.4566929,0.6068965
Global_F1,0.7076451,0.6338666
