Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.767,0.926
Recall_1.0,0.14285715,0.85714287
Recall_2.0,1.0,1.0
Recall_3.0,0.80929095,0.924812
Recall_4.0,0.15384616,0.71153843
Precision_2.0,0.84156376,0.9975
Precision_1.0,0.25,0.85714287
Precision_4.0,0.26415095,0.83146065
Precision_3.0,0.80929095,0.8934625
F1_1.0,0.18181819,0.85714287
F1_3.0,0.80929095,0.908867
F1_2.0,0.9139665,0.9987485
F1_4.0,0.19444443,0.7668394
Global_F1,0.52488,0.8828994
