Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.7,0.632
Recall_1.0,0.020408163,0.14285715
Recall_2.0,0.8908686,0.7894737
Recall_3.0,0.6591928,0.7117795
Recall_4.0,0.08928572,0.1826923
Precision_2.0,0.66445184,0.63
Precision_1.0,0.02,1.0
Precision_4.0,0.8333333,0.39583334
Precision_3.0,0.8596491,0.6484018
F1_1.0,0.020202018,0.25
F1_3.0,0.7461929,0.6786141
F1_2.0,0.7611798,0.70077866
F1_4.0,0.16129032,0.25
Global_F1,0.42221627,0.4698482
