Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.755,0.861
Recall_1.0,0.0,0.0
Recall_2.0,1.0,0.9891068
Recall_3.0,0.8922306,0.8975501
Recall_4.0,0.0,0.08
Precision_2.0,0.7375231,0.90618765
Precision_1.0,0.0,0.0
Precision_4.0,0.0,0.13793103
Precision_3.0,0.7755991,0.9076577
F1_1.0,0.0,0.0
F1_3.0,0.8298368,0.9025756
F1_2.0,0.84893614,0.9458334
F1_4.0,0.0,0.10126582
Global_F1,0.41969323,0.48741868
