Performance Measure,Mean,Standard Deviation
Classification_Accuracy,0.9195,0.0049497257
Recall_1.0,0.42857146,0.20203052
Recall_2.0,1.0,0.0
Recall_3.0,0.9987469,0.0017721907
Recall_4.0,0.7287088,0.20688699
Precision_2.0,0.99875,0.0017677653
Precision_1.0,0.6303523,0.074351594
Precision_4.0,0.5706521,0.0076859416
Precision_3.0,1.0,0.0
F1_1.0,0.48873168,0.12141588
F1_3.0,0.99937266,8.8719116E-4
F1_2.0,0.9993743,8.849574E-4
F1_4.0,0.6330137,0.07605458
Global_F1,0.7801231,0.011783374

,Cycle0,Cycle1
Filter Time (Seconds),0.0,0.0,
Test Time (Minutes),0.006116666666666667,0.007016666666666667,
