Performance Measure,Cycle0,Cycle1
Classification_Accuracy,0.799,0.799
Recall_1.0,0.796,0.796
Recall_2.0,0.8,0.8
Recall_3.0,0.8,0.8
Recall_4.0,0.8,0.8
Precision_2.0,0.8,0.8
Precision_1.0,0.7991968,0.7991968
Precision_4.0,0.8,0.8
Precision_3.0,0.7968128,0.7968128
F1_1.0,0.7975952,0.7975952
F1_3.0,0.7984032,0.7984032
F1_2.0,0.8000001,0.8000001
F1_4.0,0.8000001,0.8000001
Global_F1,0.79899967,0.79899967
